credit_score,first_payment_date,total_units,occupancy_type,debt_to_income_ratio,loan_amount,interest_rate,postal_code,loan_purpose,loan_term,defaulted,default_month,loan_to_value_ratio,income,applicant_race,applicant_sex,applicant_age,hmda_index,defaulted_in_six_months,defaulted_in_one_year,six_month_interval_label
803,2020-11-01,1,P,42,485000,2.75,95300,R,360,0,,59.549,135.0,2,1,45-54,2504046,0,0,2
778,2020-11-01,1,P,40,705000,2.99,94900,R,360,0,,72.526,149.0,5,1,45-54,2538369,0,0,2
736,2020-11-01,1,P,49,375000,2.875,90600,R,360,0,,74.0,102.0,2,2,45-54,5311769,0,0,2
741,2020-11-01,1,I,30-<36,165000,3.625,95800,R,360,0,,40.25,145.0,2,2,45-54,2936744,0,0,2
801,2020-11-01,1,P,<20,75000,2.375,32000,P,180,0,,15.46,100.0,5,1,45-54,984896,0,0,2
784,2020-11-01,1,P,30-<36,765000,2.99,91200,P,360,0,,47.077,182.0,5,1,25-34,2513487,0,0,2
744,2020-11-01,1,P,30-<36,275000,3.0,34100,R,360,0,,85.937,66.0,6,1,25-34,3508171,0,0,2
735,2020-11-01,1,P,47,475000,3.375,11400,P,360,0,,95.0,85.0,3,2,25-34,2258587,0,0,2
811,2020-11-01,1,P,36,535000,2.99,94900,R,360,0,,57.0,105.0,5,1,>74,5688966,0,0,2
770,2020-11-01,1,P,39,425000,2.625,33900,P,360,0,,73.913,170.0,5,2,55-64,3014528,0,0,2
757,2020-11-01,1,P,43,395000,3.5,95300,R,360,0,,89.32,115.0,5,1,25-34,1843221,0,0,2
804,2020-11-01,3,I,30-<36,455000,3.625,90200,P,360,0,,70.0,124.0,6,1,55-64,3425073,0,0,2
810,2020-11-01,1,P,48,315000,2.99,91300,R,360,0,,73.43,77.0,5,1,55-64,587122,0,0,2
778,2020-11-01,1,P,38,295000,2.25,91300,R,180,0,,42.143,412.0,5,1,55-64,5290646,0,0,2
713,2020-11-01,1,P,<20,285000,2.75,93000,P,360,0,,50.893,159.0,5,1,35-44,2393924,0,0,2
734,2020-11-01,1,P,39,275000,2.875,77500,R,360,0,,93.36,87.0,5,2,35-44,7414479,0,0,2
778,2020-11-01,1,P,<20,455000,2.99,33300,R,360,0,,72.204,473.0,5,1,45-54,5812539,0,0,2
719,2020-11-01,1,I,<20,165000,3.375,77400,R,360,0,,75.0,163.0,2,2,35-44,3405376,0,0,2
799,2020-11-01,1,P,40,135000,2.75,33700,R,180,0,,39.28,68.0,6,2,35-44,4635483,0,0,2
795,2020-11-01,1,P,30-<36,325000,2.375,91100,R,180,0,,54.167,125.0,2,1,35-44,1595641,0,0,2
704,2020-11-01,1,P,30-<36,765000,3.0,91700,P,360,0,,70.0,247.0,6,1,35-44,1597821,0,0,2
789,2020-11-01,1,P,20-<30,525000,2.999,94600,R,360,0,,84.0,237.0,5,1,35-44,1258189,0,0,2
663,2020-11-01,1,P,44,465000,3.625,11700,R,360,0,,89.038,129.0,5,1,65-74,3552106,0,0,2
729,2020-11-01,1,P,38,255000,2.99,90700,R,360,0,,50.0,66.0,5,2,35-44,2740248,0,0,2
799,2020-11-01,1,P,20-<30,275000,2.375,94100,R,180,0,,27.52,105.0,2,1,35-44,547127,0,0,2
800,2020-11-01,1,P,20-<30,355000,2.125,76000,R,180,0,,53.67,195.0,2,1,35-44,547649,0,0,2
787,2020-11-01,1,P,20-<30,175000,2.99,77400,R,180,0,,51.47,183.0,5,1,45-54,477663,0,0,2
759,2020-11-01,1,P,30-<36,325000,2.625,93500,R,276,0,,61.9,140.0,3,1,55-64,569461,0,0,2
802,2020-11-01,1,P,40,325000,2.125,33600,R,180,0,,79.65,83.0,2,1,45-54,572451,0,0,2
785,2020-11-01,1,P,48,585000,2.94,94500,R,360,0,,59.09,198.0,2,1,25-34,497429,0,0,2
738,2020-10-01,1,P,20-<30,705000,2.625,95400,R,360,0,,58.74,592.0,5,1,55-64,497881,0,0,2
772,2020-11-01,1,P,20-<30,705000,2.625,95400,R,360,0,,58.74,592.0,5,1,55-64,497881,0,0,2
768,2020-11-01,1,P,39,305000,2.99,91300,R,360,0,,50.37,62.0,2,2,45-54,488818,0,0,2
660,2020-11-01,1,P,20-<30,315000,3.99,95300,R,360,0,,79.974,110.0,5,1,35-44,2999985,0,0,2
762,2020-11-01,1,P,20-<30,215000,2.875,33900,R,240,0,,71.918,70.0,2,2,35-44,2528299,0,0,2
713,2020-11-01,2,P,44,435000,3.25,90200,R,360,0,,75.07,111.0,6,1,25-34,505380,0,0,2
782,2020-11-01,1,P,30-<36,315000,2.99,79700,P,360,0,,85.0,74.0,5,1,25-34,515248,0,0,2
801,2020-11-01,1,P,20-<30,455000,1.99,94500,R,180,0,,55.049,199.0,2,1,35-44,2558241,0,0,2
754,2020-11-01,1,P,47,375000,2.99,92500,R,360,0,,64.758,88.0,5,1,55-64,3131513,0,0,2
698,2020-11-01,1,P,37,155000,2.99,33600,R,360,0,,64.54,40.0,5,2,45-54,348893,0,0,2
724,2020-11-01,1,P,<20,335000,2.625,92800,R,180,0,,41.688,363.0,2,1,35-44,6567930,0,0,2
809,2020-10-01,1,S,20-<30,125000,2.5,33900,P,180,0,,55.05,112.0,5,2,65-74,414090,0,0,2
768,2020-11-01,1,I,49,255000,3.44,90600,R,300,0,,62.5,136.0,2,1,45-54,429309,0,0,2
785,2020-11-01,1,P,47,335000,2.5,78600,R,240,0,,38.28,95.0,5,1,55-64,450601,0,0,2
732,2020-11-01,1,P,40,415000,2.875,77400,R,240,0,,75.41,191.0,3,1,55-64,484243,0,0,2
774,2020-11-01,1,P,20-<30,295000,2.625,78000,R,180,0,,58.627,150.0,5,1,35-44,4903711,0,0,2
702,2020-10-01,1,P,41,485000,2.75,91700,R,360,0,,69.21,120.0,2,2,35-44,3386352,0,0,2
789,2020-11-01,1,P,49,85000,2.75,95800,R,180,0,,34.0,51.0,5,2,35-44,6037456,0,0,2
788,2020-11-01,1,P,30-<36,615000,2.5,93000,R,180,0,,62.0,344.0,5,1,55-64,6031044,0,0,2
679,2020-11-01,1,P,30-<36,175000,2.875,32000,R,120,0,,71.0,122.0,5,1,45-54,6033626,0,0,2
791,2020-11-01,1,P,30-<36,395000,2.625,92800,R,180,0,,57.77,178.0,6,2,45-54,545719,0,0,2
802,2020-11-01,1,P,49,295000,3.25,92000,P,360,0,,41.429,62.0,5,1,65-74,1100262,0,0,2
797,2020-11-01,1,P,<20,315000,3.25,93500,R,360,0,,85.0,160.0,5,2,35-44,6045125,0,0,2
786,2020-11-01,1,S,<20,95000,2.625,33900,P,180,0,,80.0,118.0,6,1,45-54,1269394,0,0,2
758,2020-11-01,1,P,<20,225000,2.99,77300,P,360,0,,80.0,118.0,5,2,25-34,2560993,0,0,2
737,2020-11-01,1,P,48,155000,2.875,77400,R,240,0,,75.122,41.0,2,1,35-44,6837842,0,0,2
721,2020-11-01,1,P,30-<36,485000,2.75,95800,P,360,0,,95.0,121.0,5,1,25-34,2660043,0,0,2
714,2020-11-01,1,P,38,385000,3.25,32800,R,360,0,,88.575,94.0,6,1,25-34,1878735,0,0,2
782,2020-11-01,1,P,48,215000,2.75,92100,R,180,0,,21.5,62.0,5,1,55-64,1276370,0,0,2
796,2020-12-01,1,P,39,765000,2.999,95000,R,360,0,,38.06,288.0,5,1,35-44,1279113,0,0,2
799,2020-11-01,1,P,<20,575000,2.797,92600,R,360,0,,57.558,207.0,5,2,55-64,1277167,0,0,2
784,2020-11-01,1,P,30-<36,625000,2.999,90000,P,360,0,,56.818,168.0,2,1,35-44,1279079,0,0,2
794,2020-11-01,1,P,45,545000,2.901,95100,R,360,0,,54.719,95.0,5,2,25-34,1276345,0,0,2
743,2020-11-01,1,P,30-<36,145000,2.5,78500,P,360,0,,95.0,46.0,6,2,<25,1259367,0,0,2
781,2020-11-01,1,S,49,115000,2.625,34400,P,360,0,,85.0,32.0,5,1,55-64,6381356,0,0,2
735,2020-11-01,1,P,47,575000,2.49,92600,P,360,0,,54.762,88.0,5,1,45-54,5821049,0,0,2
732,2020-12-01,1,P,40,385000,2.999,91700,R,360,0,,83.696,117.0,2,2,25-34,1280119,0,0,2
736,2020-11-01,1,P,20-<30,275000,2.999,95300,R,360,0,,74.958,67.0,5,1,25-34,1279831,0,0,2
774,2020-11-01,1,P,37,305000,2.875,78200,R,360,0,,85.916,100.0,5,1,45-54,1257481,0,0,2
777,2020-12-01,1,P,30-<36,405000,2.758,95300,R,360,0,,57.451,93.0,5,1,55-64,1278086,0,0,2
724,2020-11-01,1,P,41,255000,2.999,33000,R,360,0,,84.175,63.0,6,2,25-34,1337380,0,0,2
782,2020-11-01,1,P,38,355000,2.325,91700,R,180,0,,64.69,116.0,5,1,35-44,1267566,0,0,2
780,2020-11-01,1,P,30-<36,165000,2.5,93500,R,360,0,,50.769,48.0,6,1,45-54,1259723,0,0,2
814,2020-11-01,1,P,39,325000,2.875,76500,P,360,0,,79.268,74.0,5,2,>74,5820851,0,0,2
718,2020-11-01,1,P,20-<30,245000,2.25,92800,R,360,0,,53.342,81.0,5,2,35-44,1260244,0,0,2
815,2020-11-01,1,P,<20,315000,2.375,92800,R,360,0,,46.635,174.0,2,1,55-64,2088838,0,0,2
794,2020-11-01,1,P,20-<30,355000,2.5,32100,R,360,0,,73.258,165.0,5,2,55-64,1260327,0,0,2
820,2020-12-01,1,P,47,255000,2.375,94800,R,360,0,,34.182,47.0,5,1,55-64,1276239,0,0,2
764,2020-11-01,1,P,30-<36,175000,2.875,93300,R,240,0,,67.308,68.0,6,1,25-34,6974633,0,0,2
793,2020-11-01,1,P,20-<30,495000,2.625,11200,R,240,0,,74.848,200.0,5,2,35-44,2106104,0,0,2
742,2020-11-01,1,P,20-<30,345000,2.75,78000,R,240,0,,69.6,198.0,6,1,45-54,7580366,0,0,2
684,2020-11-01,1,P,20-<30,235000,2.99,90500,R,360,0,,59.367,140.0,6,1,35-44,2503349,0,0,2
785,2020-11-01,1,I,20-<30,115000,3.5,77500,R,360,0,,75.0,83.0,6,2,55-64,3500345,0,0,2
735,2020-11-01,1,P,20-<30,155000,2.625,77600,R,180,0,,79.845,85.0,5,1,<25,6314857,0,0,2
779,2020-11-01,1,P,30-<36,425000,3.5,96100,R,360,0,,63.835,88.0,5,1,55-64,6971101,0,0,2
790,2020-11-01,1,P,38,145000,2.75,93600,R,180,0,,54.0,90.0,5,1,45-54,91940,0,0,2
810,2020-11-01,1,P,38,415000,2.5,90700,R,360,0,,66.452,71.0,6,1,35-44,1256446,0,0,2
787,2020-11-01,1,P,20-<30,185000,2.49,95300,R,180,0,,30.75,82.0,5,2,35-44,5820893,0,0,2
794,2020-11-01,1,P,20-<30,225000,2.49,95600,R,180,0,,45.455,157.0,5,1,35-44,5820787,0,0,2
779,2020-11-01,1,P,38,295000,2.5,78600,R,360,0,,75.0,76.0,5,2,25-34,1446114,0,0,2
719,2020-11-01,1,P,30-<36,305000,2.625,32200,R,180,0,,75.358,209.0,6,2,35-44,7247381,0,0,2
739,2020-11-01,1,P,36,355000,2.6,33100,R,180,0,,84.194,149.0,6,1,25-34,7223025,0,0,2
689,2020-11-01,1,P,<20,615000,3.0,11000,P,360,0,,75.0,348.0,5,1,35-44,6913133,0,0,2
750,2020-11-01,1,P,40,335000,2.875,91700,P,360,0,,67.8,34.0,2,1,35-44,1896665,0,0,2
794,2020-11-01,1,P,30-<36,295000,2.99,75200,P,360,0,,66.3,75.0,5,1,25-34,2034055,0,0,2
739,2020-11-01,1,P,42,315000,3.25,92800,P,360,0,,61.0,332.0,2,2,25-34,5630449,0,0,2
783,2020-11-01,1,P,39,765000,2.5,94500,P,360,0,,83.93,160.0,2,1,25-34,1447310,0,0,2
754,2020-11-01,1,P,20-<30,175000,3.0,75100,R,360,0,,66.041,84.0,5,1,35-44,7016579,0,0,2
778,2020-11-01,1,P,<20,315000,2.625,77500,R,180,0,,58.389,281.0,2,1,55-64,4282505,0,0,2
781,2020-10-01,4,I,45,675000,3.0,34200,P,360,0,,75.0,415.0,5,1,45-54,7528618,0,0,2
797,2020-11-01,1,P,30-<36,465000,2.375,94600,R,180,0,,54.694,177.0,2,1,35-44,5230145,0,0,2
745,2020-11-01,3,I,20-<30,405000,3.25,94600,P,360,0,,75.0,217.0,6,1,55-64,5821753,0,0,2
804,2020-11-01,1,P,42,255000,2.99,94500,R,360,0,,45.87,54.0,5,1,>74,332914,0,0,2
787,2020-11-01,1,P,40,225000,2.75,33100,R,180,0,,55.725,68.0,5,2,65-74,2815786,0,0,2
766,2020-10-01,1,P,42,285000,3.0,92300,P,360,0,,101.854,84.0,5,1,25-34,4327885,0,0,2
783,2020-11-01,1,P,20-<30,215000,2.75,92100,P,360,0,,100.0,68.0,6,1,<25,4770930,0,0,2
747,2020-10-01,1,P,30-<36,275000,3.125,92800,P,360,0,,61.12,73.0,5,2,45-54,4593692,0,0,2
810,2020-10-01,1,P,30-<36,115000,2.75,11700,P,360,0,,80.0,40.0,5,2,25-34,4596559,0,0,2
738,2020-11-01,1,P,36,205000,2.875,33500,P,360,0,,,60.0,5,1,25-34,3676400,0,0,2
797,2020-11-01,1,P,45,465000,2.75,93100,P,360,0,,66.53,85.0,5,1,>74,4628362,0,0,2
759,2020-11-01,1,P,40,405000,2.875,91700,P,360,0,,80.0,77.0,2,1,35-44,7601204,0,0,2
713,2020-11-01,1,P,39,165000,3.5,34200,R,360,0,,95.0,51.0,6,1,25-34,3924713,0,0,2
790,2020-11-01,1,P,30-<36,645000,2.5,90000,R,180,0,,19.398,349.0,5,1,65-74,2667658,0,0,2
684,2020-10-01,1,P,45,185000,3.5,32300,P,360,0,,97.0,45.0,3,2,35-44,4592802,0,0,2
797,2020-10-01,1,P,49,305000,3.25,94600,P,360,0,,44.86,53.0,2,1,45-54,4594230,0,0,2
755,2020-10-01,1,P,36,125000,3.375,14000,P,360,0,,96.16,55.0,5,1,<25,4596108,0,0,2
775,2020-11-01,1,P,44,375000,2.0,33600,R,180,0,,57.662,142.0,5,1,65-74,2506141,0,0,2
813,2020-11-01,1,P,<20,285000,2.25,76000,R,180,0,,32.352,264.0,5,1,65-74,5131675,0,0,2
784,2020-11-01,1,P,39,405000,2.25,75000,R,180,0,,76.31,131.0,2,1,35-44,6276097,0,0,2
786,2020-11-01,1,P,42,425000,3.625,93000,R,360,0,,54.076,114.0,5,2,45-54,711547,0,0,2
809,2020-11-01,1,P,20-<30,315000,2.5,11500,R,360,0,,57.273,107.0,5,2,45-54,5006594,0,0,2
807,2020-11-01,1,P,38,385000,2.875,91300,P,360,0,,57.89,73.0,5,2,25-34,3187485,0,0,2
787,2020-11-01,1,P,40,395000,2.875,10500,P,360,0,,80.0,113.0,5,1,65-74,3032442,0,0,2
793,2020-11-01,1,P,20-<30,765000,2.865,94400,R,360,0,,69.0,200.0,2,1,35-44,5608207,0,0,2
790,2020-11-01,1,P,38,495000,2.625,91700,R,360,0,,86.396,98.0,6,1,35-44,5818991,0,0,2
761,2020-10-01,1,P,30-<36,375000,3.0,91900,R,360,0,,84.32,91.0,6,1,45-54,4839725,0,0,2
738,2020-11-01,1,P,43,645000,2.75,91300,R,360,0,,86.39,216.0,2,1,25-34,3772350,0,0,2
811,2020-11-01,1,P,37,225000,2.875,34100,P,360,0,,80.0,127.0,6,2,45-54,3694412,0,0,2
690,2020-11-01,1,P,30-<36,325000,3.125,78200,R,360,0,,86.51,91.0,6,2,35-44,7503218,0,0,2
662,2020-11-01,1,P,44,595000,2.75,90600,R,360,0,,69.941,122.0,6,1,45-54,1304241,0,0,2
619,2020-11-01,1,S,49,215000,3.25,92300,P,360,0,,51.8,137.0,5,1,55-64,4195618,0,0,2
770,2020-11-01,1,P,36,705000,3.625,95400,R,360,0,,78.33,174.0,5,1,65-74,1482586,0,0,2
664,2020-11-01,1,P,36,185000,3.375,76400,P,360,0,,95.0,169.0,5,1,45-54,6315025,0,0,2
797,2020-11-01,2,P,20-<30,145000,3.0,12100,P,360,0,,95.0,55.0,6,1,25-34,3597437,0,0,2
746,2020-11-01,1,P,45,445000,2.5,14100,P,180,0,,65.0,195.0,5,2,45-54,3597732,0,0,2
752,2020-11-01,1,P,44,625000,3.125,90700,R,360,0,,69.72,162.0,5,1,35-44,7223109,0,0,2
765,2020-12-01,1,P,30-<36,345000,2.5,33100,R,180,0,,49.079,177.0,6,1,45-54,1275659,0,0,2
801,2020-11-01,1,P,39,355000,2.5,95000,R,240,0,,47.333,158.0,5,1,45-54,5036438,0,0,2
781,2020-11-01,1,P,20-<30,105000,2.375,13100,R,180,0,,40.57,124.0,5,1,35-44,3463278,0,0,2
791,2020-10-01,1,P,46,335000,2.375,91300,R,180,0,,49.057,136.0,2,1,45-54,5288416,0,0,2
820,2020-11-01,1,P,20-<30,235000,2.625,90000,R,180,0,,38.333,108.0,2,2,45-54,1166599,0,0,2
739,2020-11-01,1,P,30-<36,125000,3.25,32300,R,360,0,,79.99,86.0,5,1,35-44,2069275,0,0,2
751,2020-11-01,1,P,41,765000,2.875,91000,P,360,0,,85.0,138.0,5,1,35-44,3930248,0,0,2
698,2020-11-01,1,P,48,285000,2.98,92100,P,360,0,,75.0,48.0,6,2,25-34,1278555,0,0,2
679,2020-11-01,1,P,45,325000,2.5,91700,R,240,1,2022-07-01,35.55,71.0,6,2,55-64,645268,0,0,2
701,2020-11-01,1,P,43,115000,3.875,32600,R,360,0,,68.485,54.0,6,2,35-44,5870083,0,0,2
802,2020-11-01,1,I,20-<30,175000,3.25,95600,R,180,0,,33.0,161.0,5,1,55-64,2218419,0,0,2
715,2020-12-01,1,P,36,475000,2.875,90000,R,360,0,,52.889,132.0,2,2,35-44,7011522,0,0,2
774,2020-11-01,1,P,20-<30,325000,2.75,92400,R,360,0,,79.538,99.0,3,1,25-34,6706422,0,0,2
808,2020-11-01,1,P,40,145000,2.25,77300,R,180,0,,42.029,63.0,5,2,55-64,7363322,0,0,2
790,2020-11-01,1,P,<20,655000,2.625,92600,P,360,0,,80.0,258.0,5,1,25-34,6517649,0,0,2
702,2020-11-01,1,P,37,185000,3.0,14200,R,360,0,,76.763,190.0,5,1,25-34,7470915,0,0,2
760,2020-11-01,1,P,43,345000,2.625,12000,R,360,0,,89.61,112.0,5,2,35-44,7470963,0,0,2
784,2020-11-01,1,P,38,625000,3.125,11000,P,360,0,,77.64,107.0,6,1,35-44,4348359,0,0,2
809,2020-12-01,1,P,20-<30,315000,2.99,12100,R,360,0,,74.61,135.0,5,1,25-34,663069,0,0,2
808,2020-12-01,1,P,38,205000,2.99,32200,R,360,0,,81.534,40.0,5,1,55-64,7364282,0,0,2
784,2020-11-01,1,I,41,225000,3.25,77400,R,360,0,,75.0,219.0,5,1,45-54,3817828,0,0,2
761,2020-12-01,1,P,30-<36,135000,2.625,33900,R,360,0,,84.06,35.0,6,1,25-34,1812074,0,0,2
709,2020-11-01,1,P,44,165000,2.5,95900,R,180,0,,46.479,92.0,6,1,55-64,7705423,0,0,2
754,2020-11-01,1,P,44,365000,2.5,33400,P,360,0,,95.0,95.0,6,1,35-44,3695629,0,0,2
708,2020-11-01,1,P,44,495000,3.625,91300,R,240,0,,75.0,107.0,6,2,35-44,5175872,0,0,2
761,2020-11-01,1,P,44,245000,2.875,10700,P,360,0,,47.573,53.0,6,1,35-44,7722704,0,0,2
796,2020-11-01,1,P,44,435000,2.875,90000,R,360,0,,48.33,109.0,5,2,35-44,4978139,0,0,2
737,2020-10-01,1,P,39,345000,2.99,95800,P,360,0,,80.0,155.0,5,1,25-34,5039685,0,0,2
742,2020-11-01,1,P,43,485000,2.5,32700,R,360,0,,69.91,131.0,5,1,35-44,4976687,0,0,2
802,2020-12-01,1,P,20-<30,245000,3.125,11700,R,240,0,,69.0,206.0,5,1,35-44,3686077,0,0,2
746,2020-11-01,1,P,45,675000,2.75,90700,R,360,0,,80.166,140.0,6,1,35-44,2500369,0,0,2
791,2020-11-01,1,P,43,475000,2.5,90000,R,360,0,,64.578,144.0,5,1,35-44,1423646,0,0,2
771,2020-11-01,1,P,39,425000,3.25,95900,R,360,0,,79.538,87.0,5,1,55-64,787911,0,0,2
757,2020-11-01,1,P,44,305000,3.125,95800,R,360,0,,80.0,101.0,5,2,45-54,3577002,0,0,2
752,2020-11-01,1,P,20-<30,155000,2.75,76000,R,300,0,,82.532,49.0,5,2,25-34,3902305,0,0,2
752,2020-10-01,1,P,20-<30,285000,3.125,95300,R,240,0,,70.99,238.0,5,1,45-54,3009624,0,0,2
798,2020-11-01,1,P,30-<36,115000,2.99,78400,R,360,0,,81.786,46.0,5,1,55-64,1595656,0,0,2
704,2020-11-01,1,P,41,315000,2.625,92600,R,360,1,2021-01-01,39.937,49.0,5,2,65-74,988601,1,1,2
745,2020-11-01,1,P,44,355000,2.5,93400,R,360,0,,57.305,57.0,5,2,55-64,1313166,0,0,2
797,2020-11-01,1,P,20-<30,225000,3.0,95200,P,360,0,,50.0,66.0,5,1,55-64,4018962,0,0,2
762,2020-10-01,1,P,30-<36,485000,2.375,92500,R,180,0,,72.932,182.0,5,1,35-44,4341107,0,0,2
752,2020-11-01,1,P,42,475000,2.75,75000,R,360,0,,62.292,95.0,2,1,45-54,6457061,0,0,2
790,2020-10-01,1,P,39,405000,2.625,75000,R,360,0,,80.0,132.0,5,1,25-34,3134291,0,0,2
708,2020-10-01,1,P,20-<30,445000,2.5,11700,R,300,0,,80.0,178.0,5,1,25-34,2721268,0,0,2
796,2020-11-01,1,P,<20,355000,2.5,90200,R,360,0,,35.4,376.0,5,1,55-64,3196579,0,0,2
772,2020-11-01,1,P,38,355000,2.875,96000,R,360,0,,78.889,77.0,5,1,55-64,1870997,0,0,2
781,2020-11-01,1,I,30-<36,295000,3.25,92500,R,360,0,,63.41,113.0,2,1,55-64,3768828,0,0,2
680,2020-10-01,1,P,43,215000,3.25,14200,P,360,1,2021-09-01,80.0,130.0,5,1,35-44,7471062,0,1,2
637,2020-11-01,1,P,42,235000,3.625,34900,P,360,0,,73.46,77.0,5,1,65-74,5989891,0,0,2
757,2020-11-01,1,P,36,135000,2.75,76000,R,360,0,,47.849,95.0,5,2,55-64,7357796,0,0,2
714,2020-11-01,1,P,42,185000,3.125,14400,P,360,0,,95.0,73.0,5,1,35-44,7475764,0,0,2
773,2020-11-01,1,I,47,155000,3.0,77500,P,300,0,,67.391,228.0,5,2,35-44,3577786,0,0,2
783,2020-10-01,1,I,<20,165000,2.875,33700,P,360,0,,75.0,302.0,5,2,25-34,3590429,0,0,2
811,2020-11-01,1,I,<20,165000,3.0,32900,P,360,0,,75.0,35.0,5,2,65-74,2782644,0,0,2
785,2020-11-01,1,P,48,95000,2.75,78600,P,360,0,,39.583,26.0,5,1,65-74,3577900,0,0,2
795,2020-11-01,1,P,<20,305000,2.75,11500,R,360,0,,60.0,420.0,5,1,35-44,5006210,0,0,2
772,2020-11-01,1,P,<20,225000,2.75,32100,R,360,0,,90.992,169.0,5,1,35-44,3569470,0,0,2
721,2020-11-01,1,P,39,215000,3.375,34600,R,360,0,,91.41,72.0,5,1,35-44,7568935,0,0,2
802,2020-11-01,1,P,42,505000,2.5,91300,R,360,0,,28.92,150.0,5,1,55-64,4299107,0,0,2
788,2020-11-01,1,P,20-<30,405000,1.99,94500,R,180,0,,40.5,236.0,5,1,35-44,2506483,0,0,2
757,2020-11-01,1,S,30-<36,735000,2.875,95000,P,360,0,,57.198,516.0,5,1,45-54,7544131,0,0,2
710,2020-11-01,1,P,43,335000,2.99,12500,P,360,1,2022-04-01,94.986,60.0,6,2,25-34,5181224,0,0,2
804,2020-11-01,1,I,47,325000,2.375,94000,R,180,0,,23.897,193.0,2,2,45-54,2502047,0,0,2
805,2020-11-01,1,I,38,195000,3.624,34200,P,360,0,,75.0,89.0,5,2,55-64,2585107,0,0,2
775,2020-11-01,1,P,36,615000,2.99,92000,R,360,0,,73.0,118.0,5,2,25-34,5665791,0,0,2
759,2020-11-01,1,P,20-<30,275000,3.25,94900,R,360,0,,69.797,120.0,5,2,45-54,6592634,0,0,2
709,2020-11-01,1,S,30-<36,345000,2.6,34100,R,180,0,,69.0,384.0,5,2,45-54,7235096,0,0,2
732,2020-11-01,1,P,20-<30,155000,2.625,76200,R,180,0,,51.0,195.0,6,1,35-44,1613927,0,0,2
801,2020-11-01,1,P,30-<36,195000,2.49,34400,R,180,0,,45.882,162.0,5,2,45-54,2293257,0,0,2
754,2020-10-01,1,P,48,325000,2.5,91700,R,180,0,,41.0,215.0,2,1,55-64,1531039,0,0,2
726,2020-11-01,1,P,41,375000,2.5,78600,R,180,0,,61.45,179.0,2,1,35-44,6356884,0,0,2
804,2020-11-01,1,S,48,105000,3.25,92200,R,360,0,,45.652,91.0,3,2,65-74,3030429,0,0,2
699,2020-11-01,1,P,43,105000,2.99,14600,R,180,0,,74.714,95.0,5,1,55-64,2867047,0,0,2
667,2020-11-01,1,P,30-<36,135000,3.125,91300,R,240,0,,45.0,48.0,6,1,45-54,2864067,0,0,2
786,2020-11-01,1,P,20-<30,525000,2.875,95600,P,360,0,,80.0,220.0,2,1,55-64,2033201,0,0,2
806,2020-10-01,1,P,30-<36,345000,3.0,94000,R,360,0,,32.24,109.0,2,1,35-44,7594989,0,0,2
734,2020-10-01,1,P,47,495000,3.125,94100,R,360,0,,38.04,84.0,2,1,25-34,7592460,0,0,2
760,2020-11-01,1,P,40,155000,2.99,77300,R,300,0,,81.327,69.0,5,1,55-64,2866055,0,0,2
814,2020-11-01,1,I,20-<30,185000,3.625,95900,R,360,0,,85.0,183.0,5,2,55-64,356341,0,0,2
705,2020-11-01,1,P,44,505000,3.5,77400,R,360,1,2021-04-01,82.91,191.0,5,1,35-44,7420018,1,1,2
700,2020-11-01,1,P,43,585000,3.0,91200,R,360,0,,59.0,188.0,5,1,45-54,3670860,0,0,2
746,2020-11-01,2,I,42,375000,3.5,11400,R,360,0,,70.76,106.0,2,1,55-64,1853094,0,0,2
750,2020-11-01,1,P,20-<30,175000,3.25,32200,R,360,0,,77.0,56.0,5,2,25-34,1473933,0,0,2
806,2020-11-01,1,P,30-<36,145000,2.375,32400,R,180,0,,51.75,69.0,5,2,55-64,5062168,0,0,2
687,2020-11-01,1,P,20-<30,265000,3.5,33000,R,360,0,,49.63,156.0,5,1,55-64,2727438,0,0,2
687,2020-11-01,1,P,30-<36,365000,2.625,11500,R,180,0,,52.0,200.0,5,1,45-54,7800534,0,0,2
802,2020-11-01,1,S,38,615000,2.875,93000,R,180,0,,64.737,323.0,2,1,45-54,4339374,0,0,2
776,2020-10-01,1,P,43,255000,2.75,95900,R,360,0,,55.7,68.0,5,1,45-54,608012,0,0,2
798,2020-10-01,1,I,<20,145000,3.44,11700,R,276,0,,45.31,143.0,5,1,55-64,489307,0,0,2
794,2020-11-01,1,P,<20,295000,2.875,33400,R,300,0,,73.79,194.0,5,2,55-64,535935,0,0,2
773,2020-11-01,1,P,38,765000,2.875,91200,R,360,0,,80.02,234.0,5,1,25-34,536243,0,0,2
721,2020-11-01,1,P,40,615000,3.25,91300,R,360,0,,82.13,126.0,5,1,35-44,389739,0,0,2
771,2020-11-01,1,P,45,175000,3.25,34200,R,360,0,,61.034,35.0,5,1,65-74,7307813,0,0,2
751,2020-11-01,1,P,49,535000,2.75,92000,R,360,0,,73.79,106.0,6,1,35-44,545335,0,0,2
810,2020-11-01,1,P,41,765000,2.5,92700,R,180,0,,45.8,197.0,5,1,65-74,546941,0,0,2
737,2020-11-01,1,P,41,215000,2.99,33500,R,360,0,,87.19,67.0,6,2,65-74,605153,0,0,2
739,2020-11-01,1,P,43,485000,3.375,90000,R,360,0,,53.414,100.0,5,2,65-74,940989,0,0,2
764,2020-11-01,1,P,40,315000,3.0,32800,P,360,0,,90.0,88.0,5,2,35-44,4031227,0,0,2
